1479,499433,4
1479,763097,6
1479,757098,7
1479,46285,7
1479,54228,8
1479,749540,7
1479,842130,6
1479,590090,7
1479,747559,7
1479,804666,6
1479,217782,8
1479,776384,10
1479,683919,7
1479,64648,4
1479,832360,5
1479,770973,7
1479,740644,6
1479,655715,7
1479,693859,5
1479,725190,8
1479,512883,7
1479,731475,7
1479,694646,7
1479,278218,7
1479,566283,5
1585,581937,10
1585,660706,6
1585,764741,7
1585,765103,5
1585,506444,7
1585,281365,7
1585,680345,5
1585,256126,8
1585,839553,5
1585,420308,4
1585,745204,5
1585,4566,5
1585,464585,8
1585,696154,7
1585,11016,7
1585,789914,6
1585,771978,7
1585,635772,8
1585,77427,6
1585,7665,8
1585,705350,9
1585,470286,6
1585,20107,7
1585,760744,7
1479,280172,7
1479,675216,6
1479,575613,7
1479,565945,4
1479,810897,7
1479,696470,7
1479,751,6
1479,693126,8
1479,797558,9
1479,23688,6
1479,711964,7
1479,267952,6
1479,734692,5
1479,731061,4
1479,827867,7
1479,707168,6
1479,685703,7
1479,587485,8
1479,112607,7
1479,715404,7
1479,424372,8
1479,690380,5
1479,805111,7
1479,391729,7
1479,402330,6
1536,43044,8
1536,4384,6
1536,252626,9
1536,839,7
1536,675211,10
1536,32714,6
1536,808639,10
1536,392541,8
1536,46318,8
1536,94296,8
1536,64131,8
1536,924,8
1536,362,6
1536,38198,3
1536,725190,8
1536,80221,8
1536,42571,7
1536,103148,7
1536,568,8
1536,258687,10
1536,3491,9
1536,378140,8
1536,1768,6
1536,14835,7
1536,1957,9
1497,277548,8
1497,443,6
1497,5031,7
1497,808179,4
1497,4226,6
1497,765103,5
1497,8388,6
1497,24927,6
1497,17941,6
1497,1636,5
1497,10119,6
1497,1638,6
1497,17969,6
1497,369,8
1497,7706,7
1497,3871,6
1497,714175,10
1497,1351,7
1497,808612,5
1497,9970,6
1497,10363,6
1497,861668,6
1497,9959,7
1497,796729,10
1497,696977,6
1554,18216,10
1554,251733,10
1554,81555,10
1554,367,10
1554,8228,10
1554,195334,10
1554,81371,10
1554,4134,10
1554,63991,10
1554,84055,9
1554,77441,10
1554,61306,10
1585,602678,8
1585,195334,10
1585,3600,7
1585,533106,6
1585,552956,5
1585,760815,9
1585,395057,6
1585,740644,7
1585,8172,7
1585,722827,10
1585,857130,8
1585,784293,2
1585,597193,7
1585,505966,7
1585,706420,7
1585,391729,8
1585,602544,7
1585,596362,5
1585,468558,7
1585,762738,8
1585,405737,3
1585,463356,6
1585,745504,6
1585,535367,5
1585,714061,3
1557,574630,10
1557,761875,10
1557,466504,10
1557,43470,10
1557,43310,10
1557,44120,10
1557,610,10
1557,251934,10
1557,45713,10
1557,45525,10
1557,45660,10
1557,42162,10
1557,279537,10
1557,45413,10
1557,2610,10
1557,5541,10
1557,23712,10
1557,81290,10
1557,81665,10
1557,3600,10
1557,19182,10
1557,45738,10
1557,77647,10
1557,46296,10
1557,42167,10
1475,33563,10
1475,542576,10
1475,430444,10
1475,512883,10
1475,1796,10
1475,760565,7
1475,77463,10
1475,455188,10
1475,1941,7
1475,198133,10
1475,317985,10
1475,493768,10
1475,251733,1
1475,2656,10
1475,2213,10
1475,261065,10
1475,447648,10
1475,3561,10
1475,15527,10
1475,317889,10
1475,281409,10
1475,189713,10
1475,171869,10
1475,801,10
1475,404510,10
1595,688832,1
1595,435,10
1595,258687,10
1595,467099,1
1595,399959,9
1595,530,10
1595,426002,3
1595,397667,9
1595,4513,9
1595,401177,8
1595,2239,8
1595,102124,10
1595,414987,4
1595,12205,10
1595,281006,2
1595,421056,7
1595,426004,10
1595,397494,10
1595,49869,10
1595,864,10
1595,195524,10
1595,374718,10
1595,89514,10
1595,22328,10
1593,586308,4
1593,80775,8
1593,2928,7
1593,455773,7
1593,505851,4
1593,364,7
1593,489,10
1593,94788,6
1593,77331,8
1593,47984,10
1593,57326,6
1593,759558,7
1593,580,7
1593,61803,8
1593,56787,10
1593,94584,9
1536,43332,7
1536,692861,9
1536,43007,9
1536,408403,5
1536,1886,10
1536,875,7
1536,49166,9
1536,279828,8
1536,579739,9
1536,416324,6
1536,89631,4
1536,252156,8
1536,2528,9
1536,5293,10
1536,38898,7
1536,47382,6
1536,77711,9
1536,178707,1
1536,45817,7
1536,43553,8
1536,3974,2
1536,470769,9
1536,45748,7
1536,5084,8
1536,81845,7
1475,88172,10
1475,633,10
1475,63732,10
1557,6132,10
1557,81475,10
1557,80775,10
1557,44238,10
1557,40565,10
1479,128279,5
1479,465649,6
1479,711308,7
1479,94249,7
1479,272657,7
1479,6826,7
1479,737219,7
1479,104336,5
1479,501201,8
1479,484166,8
1479,743020,6
1479,763063,4
1479,646674,7
1479,397188,7
1479,671832,7
1479,628770,6
1479,694692,7
1479,752462,9
1479,820295,9
1479,581683,5
1479,588824,6
1479,740391,6
1479,405520,7
1479,725390,4
1479,725891,6
1536,77282,5
1536,482078,7
1536,470185,8
1536,8147,10
1536,505851,9
1536,7765,7
1536,496849,8
1536,46745,8
1536,43982,8
1536,5277,9
1536,38145,8
1536,404891,5
1536,464168,7
1536,462737,8
1536,596001,9
1536,45314,8
1536,45244,5
1536,2058,7
1536,80749,8
1536,6764,8
1536,612266,5
1536,610,7
1536,423210,9
1536,462682,10
1536,426,6
1595,2360,10
1595,78753,10
1595,77588,4
1595,474,10
1593,41431,8
1593,330,7
1593,484438,10
1593,81530,10
1593,102376,8
1593,760565,4
1593,2610,7
1593,686,3
1593,324,10
1593,81289,9
1593,436263,7
1593,623765,6
1593,3915,10
1593,352,6
1593,9028,8
1593,8189,7
1593,343,9
1593,2614,9
1497,748168,6
1497,493390,6
1497,7332,5
1497,3970,7
1497,493217,5
1497,175611,3
1497,392,8
1497,550,7
1497,4517,7
1497,30929,6
1497,590090,7
1497,723413,6
1497,744284,5
1497,462801,6
1497,810247,5
1497,798110,6
1497,838073,7
1497,575315,7
1497,5166,7
1497,2058,9
1497,645396,4
1497,6523,7
1497,842164,3
1497,416131,6
1497,582725,5
1585,574635,7
1585,555,10
1585,255164,5
1585,777024,5
1585,678394,5
1585,445242,5
1585,103304,3
1585,262913,3
1585,455307,3
1585,740360,2
1585,782738,2
1585,508161,9
1585,705356,10
1585,468275,5
1585,615754,3
1585,521633,3
1585,474374,4
1585,566753,3
1585,428978,4
1585,468818,4
1585,460135,4
1585,420090,3
1585,405630,4
1585,77785,2
1585,420286,4
1536,424,7
1536,427855,6
1536,424153,9
1536,44811,9
1536,718558,6
1536,662596,8
1536,81733,9
1536,461314,8
1536,3442,7
1536,7455,5
1536,462454,6
1536,408876,10
1536,4082,7
1536,1826,6
1536,32655,6
1536,258933,6
1536,375,5
1536,462754,6
1536,17040,3
1536,22412,4
1536,468466,8
1536,276762,10
1536,8408,10
1536,688,10
1536,582269,8
1479,700450,6
1479,724166,7
1479,432725,4
1479,777443,6
1479,696216,6
1479,737603,8
1479,733342,7
1479,709587,8
1479,706420,4
1479,709085,5
1479,666951,10
1479,488698,6
1479,6246,7
1479,260162,6
1479,187648,7
1479,586396,6
1479,694613,7
1479,544129,8
1479,444246,6
1479,127680,4
1479,519300,6
1479,582170,6
1479,780451,3
1479,130846,5
1479,475030,4
1593,450760,10
1593,683999,4
1593,421,8
1593,8426,10
1593,400599,4
1593,260162,6
1593,252156,8
1593,462356,7
1593,9385,8
1593,1091,10
1593,571,9
1593,8163,10
1593,3549,5
1593,1952,9
1593,77649,7
1593,383,7
1593,318,7
1593,414,10
1593,17720,5
1593,7353,4
1593,3336,9
1593,17721,8
1946,796660,9
1946,804748,7
1946,557806,8
1946,44156,9
1946,327449,8
1946,477397,10
1946,580178,10
1946,94467,7
1946,645276,6
1946,808639,10
1946,573869,9
1946,79834,9
1946,424,10
1946,574688,9
1946,47213,7
1946,48683,10
1946,23889,9
1946,61828,8
1946,672477,3
1946,689066,7
1946,662015,10
1946,104122,5
1946,401,10
1946,229550,9
1946,395066,6
1593,463724,9
1593,677798,4
1593,10156,9
1593,497,9
1593,1950,6
1593,16953,7
1593,6803,9
1593,367,3
1593,462801,7
1593,522892,4
1593,832,8
1593,462487,7
1593,3513,9
1536,23712,4
1536,480506,5
1536,43282,8
1536,83793,8
1536,580639,8
1536,605269,8
1536,441,9
1536,357,6
1536,44745,8
1536,11017,4
1536,543,8
1536,280562,8
1536,766592,8
1536,45463,8
1536,195226,9
1536,103733,9
1536,258321,8
1536,680185,7
1536,462884,3
1536,35614,7
1536,8161,8
1536,432725,9
1536,104122,10
1536,3546,7
1536,566055,6
1497,9330,7
1497,4540,8
1497,673475,3
1497,690808,4
1497,738,8
1497,782,7
1497,5539,7
1497,239036,4
1497,481594,6
1497,839355,6
1497,768033,4
1497,662209,6
1497,739029,3
1497,430593,7
1497,772017,8
1497,102427,3
1497,81726,6
1497,499934,3
1497,468558,6
1497,709030,6
1497,722827,8
1497,762884,7
1497,712069,5
1497,415155,8
1497,771948,7
1479,817867,7
1479,49631,7
1479,632074,7
1479,792511,7
1479,104433,6
1479,6063,7
1479,686064,5
1479,335266,6
1479,6294,7
1479,297001,6
1479,43545,7
1479,504394,6
1479,695418,8
1479,669902,7
1479,643185,7
1479,461574,6
1479,766151,7
1479,726995,6
1479,682511,9
1479,467276,7
1479,591584,5
1479,695489,7
1479,673087,2
1479,156880,6
1479,566559,7
2007,749540,8
2007,725190,8
2007,804666,9
2007,463897,9
2007,77185,9
1585,77396,2
1585,460531,5
1585,405732,5
1585,453156,6
1585,466350,6
1585,588672,10
1585,760376,7
1585,397152,7
1585,743970,8
1585,725190,10
1585,596208,7
1585,765083,1
1585,666906,8
1585,707483,7
1585,817407,7
1585,395714,8
1585,760763,6
1585,648731,8
1585,760326,5
1585,518117,7
1585,474779,10
1585,195404,9
1585,645066,7
1585,666951,8
1585,2821,8
1946,740,8
1946,512883,8
1946,696977,8
1946,669260,7
1946,277537,8
1946,613621,7
1946,43769,8
1946,468223,4
1946,86621,8
1946,718242,7
1946,423989,2
1946,565819,9
1946,4815,7
1946,683999,10
1946,733343,8
1946,85085,8
1946,798,8
1946,56806,9
1946,261051,7
1946,261005,7
1946,102127,9
1946,15188,10
1946,653696,7
1593,521689,8
1593,12829,10
1593,355828,8
1593,586397,3
1593,102151,7
1593,474521,9
1593,712,8
1593,404900,8
1593,404459,8
1593,7471,7
1593,20104,8
1593,506239,7
1593,45822,8
1593,467099,4
1536,5931,8
1536,403783,5
1536,586397,9
1536,587,6
1536,413447,8
1536,9691,8
1536,406186,7
1536,506005,6
1536,106079,2
1536,86204,7
1536,468581,9
1536,398239,4
1536,41519,8
1536,88198,8
1536,81924,8
1536,5129,6
1536,102151,7
1536,263531,6
1536,3526,8
1536,804,8
1536,368,8
1536,20590,7
1536,22907,8
1536,7459,7
1536,161066,7
2172,677566,10
2172,276598,6
2172,555,7
2172,77624,8
2172,434189,8
2172,7715,8
2172,13848,8
2172,23712,7
2172,66517,8
2172,47814,7
2172,220636,7
2172,43911,7
2172,7226,9
2172,760326,9
2172,630647,10
2172,574827,6
2172,688654,9
2172,7780,10
2172,47040,10
2172,256408,10
2172,541892,10
2172,484488,10
2007,840008,10
2007,798649,9
2007,77257,8
2007,681831,9
2007,55310,9
2007,602694,7
2007,512270,9
2007,692830,10
2007,565819,10
1497,704879,2
1497,502060,5
1497,699191,5
1497,489562,4
1497,676166,2
1497,332806,5
1497,808010,6
1497,794374,6
1497,614227,6
1497,37603,5
1497,577211,7
1497,714901,5
1497,494596,5
1497,683919,7
1497,391234,7
1497,705356,7
1497,842313,5
1497,54170,6
1497,208108,5
1497,880613,3
1497,776669,8
1497,877683,8
1497,695852,5
1497,638053,6
1497,467943,1
1593,195434,6
1593,408871,7
1593,572027,4
1593,584405,7
1593,3608,10
1593,4199,8
1593,77592,7
1593,4174,8
1593,12330,7
1593,613133,8
1593,257337,5
1946,6155,8
1946,455190,9
1946,9207,8
1946,77301,10
1946,77285,10
1946,77302,10
1946,495311,9
1946,698086,4
1946,507,10
1946,41535,10
1946,7651,9
1946,687362,8
1946,140309,10
1946,462342,6
1946,9714,5
1946,522892,8
1946,258758,2
1946,495892,8
1946,258941,7
1946,178706,10
1946,463868,7
1946,79850,7
1946,461981,3
1946,79848,7
1479,708861,7
1479,581486,4
1479,717250,7
1479,274991,7
1479,655550,5
1479,602544,7
1479,586677,7
1479,317147,7
1479,94282,5
1479,404384,6
1479,705678,8
1479,96100,6
1479,505473,7
1479,572164,7
1479,561653,7
1479,710221,5
1479,738115,7
1479,464963,7
1479,79821,6
1479,8877,6
1479,7450,4
1479,8438,6
1479,586415,8
1479,577673,6
1479,402565,7
2057,762738,7
2057,840367,2
2057,654439,9
2057,575301,7
2057,892040,6
2057,416324,8
2057,103391,5
2057,613621,6
2057,391729,7
2057,740391,7
2057,725190,10
2057,680499,5
2057,743970,7
2057,777091,5
2057,638053,9
2057,81435,7
2057,692861,8
2057,610319,10
2057,196707,6
2057,808639,9
2057,679924,6
2057,694633,7
2057,758060,4
2057,484425,6
2057,810243,1
1536,590022,4
1536,464484,8
1536,44218,7
1536,8385,4
1536,45389,7
1536,44457,8
1536,647201,4
1536,77042,7
1536,2007,5
1536,17134,3
1536,13662,2
1536,334,4
1536,28818,6
1536,160946,5
1536,411924,8
1536,437410,10
1536,61237,6
1536,8436,5
1536,259829,7
1536,42172,8
1536,535337,7
1536,4199,9
1536,41381,8
1536,20897,8
1536,91843,6
2125,533954,8
2125,15067,4
2125,688832,1
2125,646674,4
2125,546915,6
2125,582101,5
2125,505851,9
2125,805156,8
2125,505966,6
2125,749540,10
2125,725149,9
2125,378115,4
2125,391098,8
2125,408396,6
2125,470286,6
2125,694633,9
2125,258687,10
2125,575613,10
2125,484437,5
2125,661022,5
2125,689066,10
2125,160933,9
2125,597687,9
2125,589738,9
2125,535429,7
2172,656008,8
2172,585042,9
2172,501958,10
2172,5167,7
2172,1549,9
2172,466,10
2172,530,8
2172,8362,9
2172,5264,8
2172,49950,10
2172,79229,10
2172,402961,1
2172,7738,10
2172,8043,10
2172,494,9
2172,225011,10
2172,104987,10
2172,646,10
2172,4144,10
2172,102357,10
2172,61293,10
1585,255671,10
1585,394046,1
1585,440085,2
1585,276260,3
1585,630232,5
1585,840919,6
1585,762085,3
1585,718765,5
1585,468287,4
1585,397185,6
1585,602666,4
1585,532986,3
1585,417643,2
1585,411733,4
1585,414994,2
1585,405622,4
1585,411724,3
1585,432387,2
1585,144159,8
1585,164508,7
1585,651857,6
1585,279822,3
1585,675565,8
1585,776830,5
1585,63961,7
1593,4574,5
1593,2989,8
1593,506251,3
1593,371,10
1593,447378,7
1593,701,7
1593,645,7
2179,439870,7
2179,416183,8
2179,683999,10
2179,1277,7
2179,513258,10
2179,574688,9
2179,77437,9
2179,5558,10
2179,750,8
2179,5129,7
2179,2011,8
2179,102130,8
2179,4886,8
2179,309,9
2179,441271,8
2179,689066,7
2179,251733,8
2179,737843,9
2179,581937,9
2179,468466,8
2179,463724,9
2179,586397,9
2179,412342,10
2179,259788,10
2007,798635,9
2007,798664,9
2007,738974,9
2007,196604,10
1946,4392,9
1946,409194,8
1946,49166,9
1946,39577,8
1946,5089,8
1946,521527,2
1946,462247,8
1946,2213,5
1946,6668,8
1946,8906,8
1946,676525,10
1946,447301,8
